label_a,label_b,f1_a,f1_b,delta_f1,p_value_raw,p_value_adj,significant,source_file
flash-high-text-4-of-5--flash-medium-vf (t=0.95),flash-high-image-3-of-5--flash-min-vf (t=0.15),0.884977,0.851064,0.033913,0.0457,0.057687,no,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-4-of-5-flash-medium-vf-t-0-95-vs-flash-high-image-3-of-5-flash-min-vf-t-0-15.json
flash-high-text-4-of-5--flash-medium-vf (t=0.95),"flash-high-text N=10 N=10, 9-of-10",0.884977,0.810624,0.074353,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-4-of-5-flash-medium-vf-t-0-95-vs-flash-high-text-n-10-n-10-9-of-10.json
flash-high-text-4-of-5--flash-medium-vf (t=0.95),"flash-high-text N=30 N=30, 26-of-30",0.884977,0.825882,0.059094,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-4-of-5-flash-medium-vf-t-0-95-vs-flash-high-text-n-30-n-30-26-of-30.json
flash-high-text-4-of-5--flash-medium-vf (t=0.95),"flash-high-text N=5 N=5, 5-of-5",0.884977,0.788235,0.096741,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-4-of-5-flash-medium-vf-t-0-95-vs-flash-high-text-n-5-n-5-5-of-5.json
flash-high-text-4-of-5--flash-medium-vf (t=0.95),flash-high-text-9-of-10--flash-min-vf (t=0.2),0.884977,0.869123,0.015853,0.1691,0.19531,no,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-4-of-5-flash-medium-vf-t-0-95-vs-flash-high-text-9-of-10-flash-min-vf-t-0-2.json
flash-high-text-4-of-5--flash-medium-vf (t=0.95),"flash-min-image N=10 N=10, 6-of-10",0.884977,0.733202,0.151775,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-4-of-5-flash-medium-vf-t-0-95-vs-flash-min-image-n-10-n-10-6-of-10.json
flash-high-text-4-of-5--flash-medium-vf (t=0.95),"flash-min-image N=5 N=5, 4-of-5",0.884977,0.724426,0.160551,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-4-of-5-flash-medium-vf-t-0-95-vs-flash-min-image-n-5-n-5-4-of-5.json
flash-high-text-4-of-5--flash-medium-vf (t=0.95),"flash-min-text-t07 N=10 N=10, 10-of-10",0.884977,0.641206,0.24377,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-4-of-5-flash-medium-vf-t-0-95-vs-flash-min-text-t07-n-10-n-10-10-of-10.json
flash-high-text-4-of-5--flash-medium-vf (t=0.95),"flash-min-text-t07 N=30 N=30, 29-of-30",0.884977,0.66943,0.215546,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-4-of-5-flash-medium-vf-t-0-95-vs-flash-min-text-t07-n-30-n-30-29-of-30.json
flash-high-text-4-of-5--flash-medium-vf (t=0.95),"flash-min-text-t07 N=5 N=5, 5-of-5",0.884977,0.647059,0.237918,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-4-of-5-flash-medium-vf-t-0-95-vs-flash-min-text-t07-n-5-n-5-5-of-5.json
flash-high-text-4-of-5--flash-medium-vf (t=0.95),image-baseline--flash-min-vf (t=0.2),0.884977,0.782241,0.102736,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-4-of-5-flash-medium-vf-t-0-95-vs-image-baseline-flash-min-vf-t-0-2.json
flash-high-text-4-of-5--flash-medium-vf (t=0.95),"pro-high-image N=5 N=5, 3-of-5",0.884977,0.821192,0.063784,0.0004,0.000646,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-4-of-5-flash-medium-vf-t-0-95-vs-pro-high-image-n-5-n-5-3-of-5.json
flash-high-text-4-of-5--flash-medium-vf (t=0.95),"pro-high-text N=5 N=5, 3-of-5",0.884977,0.855362,0.029615,0.1026,0.123441,no,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-4-of-5-flash-medium-vf-t-0-95-vs-pro-high-text-n-5-n-5-3-of-5.json
flash-high-text-4-of-5--flash-medium-vf (t=0.95),pro-high-text-3-of-5--flash-min-vf (t=0.15),0.884977,0.86445,0.020526,0.2358,0.264417,no,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-4-of-5-flash-medium-vf-t-0-95-vs-pro-high-text-3-of-5-flash-min-vf-t-0-15.json
flash-high-text-4-of-5--flash-medium-vf (t=0.95),"single-pass-t0 N=10 N=10, 10-of-10",0.884977,0.562641,0.322336,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-4-of-5-flash-medium-vf-t-0-95-vs-single-pass-t0-n-10-n-10-10-of-10.json
flash-high-text-4-of-5--flash-medium-vf (t=0.95),"single-pass-t0 N=5 N=5, 5-of-5",0.884977,0.554113,0.330864,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-4-of-5-flash-medium-vf-t-0-95-vs-single-pass-t0-n-5-n-5-5-of-5.json
flash-high-text-4-of-5--flash-medium-vf (t=0.95),text-baseline--flash-min-vf (t=0.15),0.884977,0.832036,0.052941,0.0024,0.003509,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-4-of-5-flash-medium-vf-t-0-95-vs-text-baseline-flash-min-vf-t-0-15.json
flash-high-text-4-of-5--flash-min-vf (t=0.15),"flash-high-image N=10 N=10, 6-of-10",0.890777,0.811594,0.079182,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-4-of-5-flash-min-vf-t-0-15-vs-flash-high-image-n-10-n-10-6-of-10.json
flash-high-text-4-of-5--flash-min-vf (t=0.15),"flash-high-image N=5 N=5, 3-of-5",0.890777,0.79915,0.091627,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-4-of-5-flash-min-vf-t-0-15-vs-flash-high-image-n-5-n-5-3-of-5.json
flash-high-text-4-of-5--flash-min-vf (t=0.15),flash-high-image-3-of-5--flash-min-vf (t=0.15),0.890777,0.851064,0.039713,0.012,0.016306,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-4-of-5-flash-min-vf-t-0-15-vs-flash-high-image-3-of-5-flash-min-vf-t-0-15.json
flash-high-text-4-of-5--flash-min-vf (t=0.15),"flash-high-text N=10 N=10, 9-of-10",0.890777,0.810624,0.080153,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-4-of-5-flash-min-vf-t-0-15-vs-flash-high-text-n-10-n-10-9-of-10.json
flash-high-text-4-of-5--flash-min-vf (t=0.15),"flash-high-text N=30 N=30, 26-of-30",0.890777,0.825882,0.064894,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-4-of-5-flash-min-vf-t-0-15-vs-flash-high-text-n-30-n-30-26-of-30.json
flash-high-text-4-of-5--flash-min-vf (t=0.15),"flash-high-text N=5 N=5, 5-of-5",0.890777,0.788235,0.102541,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-4-of-5-flash-min-vf-t-0-15-vs-flash-high-text-n-5-n-5-5-of-5.json
flash-high-text-4-of-5--flash-min-vf (t=0.15),flash-high-text-4-of-5--flash-medium-vf (t=0.95),0.890777,0.884977,0.0058,0.4334,0.461361,no,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-4-of-5-flash-min-vf-t-0-15-vs-flash-high-text-4-of-5-flash-medium-vf-t-0-95.json
flash-high-text-4-of-5--flash-min-vf (t=0.15),flash-high-text-9-of-10--flash-min-vf (t=0.2),0.890777,0.869123,0.021653,0.0097,0.013417,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-4-of-5-flash-min-vf-t-0-15-vs-flash-high-text-9-of-10-flash-min-vf-t-0-2.json
flash-high-text-4-of-5--flash-min-vf (t=0.15),"flash-min-image N=10 N=10, 6-of-10",0.890777,0.733202,0.157575,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-4-of-5-flash-min-vf-t-0-15-vs-flash-min-image-n-10-n-10-6-of-10.json
flash-high-text-4-of-5--flash-min-vf (t=0.15),"flash-min-image N=5 N=5, 4-of-5",0.890777,0.724426,0.166351,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-4-of-5-flash-min-vf-t-0-15-vs-flash-min-image-n-5-n-5-4-of-5.json
flash-high-text-4-of-5--flash-min-vf (t=0.15),"flash-min-text-t07 N=10 N=10, 10-of-10",0.890777,0.641206,0.249571,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-4-of-5-flash-min-vf-t-0-15-vs-flash-min-text-t07-n-10-n-10-10-of-10.json
flash-high-text-4-of-5--flash-min-vf (t=0.15),"flash-min-text-t07 N=30 N=30, 29-of-30",0.890777,0.66943,0.221347,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-4-of-5-flash-min-vf-t-0-15-vs-flash-min-text-t07-n-30-n-30-29-of-30.json
flash-high-text-4-of-5--flash-min-vf (t=0.15),"flash-min-text-t07 N=5 N=5, 5-of-5",0.890777,0.647059,0.243718,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-4-of-5-flash-min-vf-t-0-15-vs-flash-min-text-t07-n-5-n-5-5-of-5.json
flash-high-text-4-of-5--flash-min-vf (t=0.15),image-baseline--flash-min-vf (t=0.2),0.890777,0.782241,0.108536,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-4-of-5-flash-min-vf-t-0-15-vs-image-baseline-flash-min-vf-t-0-2.json
flash-high-text-4-of-5--flash-min-vf (t=0.15),"pro-high-image N=5 N=5, 3-of-5",0.890777,0.821192,0.069585,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-4-of-5-flash-min-vf-t-0-15-vs-pro-high-image-n-5-n-5-3-of-5.json
flash-high-text-4-of-5--flash-min-vf (t=0.15),"pro-high-text N=5 N=5, 3-of-5",0.890777,0.855362,0.035415,0.0455,0.057687,no,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-4-of-5-flash-min-vf-t-0-15-vs-pro-high-text-n-5-n-5-3-of-5.json
flash-high-text-4-of-5--flash-min-vf (t=0.15),pro-high-text-3-of-5--flash-min-vf (t=0.15),0.890777,0.86445,0.026327,0.1131,0.134217,no,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-4-of-5-flash-min-vf-t-0-15-vs-pro-high-text-3-of-5-flash-min-vf-t-0-15.json
flash-high-text-4-of-5--flash-min-vf (t=0.15),"single-pass-t0 N=10 N=10, 10-of-10",0.890777,0.562641,0.328136,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-4-of-5-flash-min-vf-t-0-15-vs-single-pass-t0-n-10-n-10-10-of-10.json
flash-high-text-4-of-5--flash-min-vf (t=0.15),"single-pass-t0 N=5 N=5, 5-of-5",0.890777,0.554113,0.336664,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-4-of-5-flash-min-vf-t-0-15-vs-single-pass-t0-n-5-n-5-5-of-5.json
flash-high-text-4-of-5--flash-min-vf (t=0.15),text-baseline--flash-min-vf (t=0.15),0.890777,0.832036,0.058741,0.0003,0.000495,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-4-of-5-flash-min-vf-t-0-15-vs-text-baseline-flash-min-vf-t-0-15.json
flash-high-text-9-of-10--flash-min-vf (t=0.2),"flash-high-image N=10 N=10, 6-of-10",0.869123,0.811594,0.057529,0.0014,0.0021,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-9-of-10-flash-min-vf-t-0-2-vs-flash-high-image-n-10-n-10-6-of-10.json
flash-high-text-9-of-10--flash-min-vf (t=0.2),"flash-high-image N=5 N=5, 3-of-5",0.869123,0.79915,0.069973,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-9-of-10-flash-min-vf-t-0-2-vs-flash-high-image-n-5-n-5-3-of-5.json
flash-high-text-9-of-10--flash-min-vf (t=0.2),flash-high-image-3-of-5--flash-min-vf (t=0.15),0.869123,0.851064,0.018059,0.2885,0.315846,no,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-9-of-10-flash-min-vf-t-0-2-vs-flash-high-image-3-of-5-flash-min-vf-t-0-15.json
flash-high-text-9-of-10--flash-min-vf (t=0.2),"flash-high-text N=10 N=10, 9-of-10",0.869123,0.810624,0.0585,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-9-of-10-flash-min-vf-t-0-2-vs-flash-high-text-n-10-n-10-9-of-10.json
flash-high-text-9-of-10--flash-min-vf (t=0.2),"flash-high-text N=30 N=30, 26-of-30",0.869123,0.825882,0.043241,0.0006,0.000943,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-9-of-10-flash-min-vf-t-0-2-vs-flash-high-text-n-30-n-30-26-of-30.json
flash-high-text-9-of-10--flash-min-vf (t=0.2),"flash-high-text N=5 N=5, 5-of-5",0.869123,0.788235,0.080888,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-9-of-10-flash-min-vf-t-0-2-vs-flash-high-text-n-5-n-5-5-of-5.json
flash-high-text-9-of-10--flash-min-vf (t=0.2),"flash-min-image N=10 N=10, 6-of-10",0.869123,0.733202,0.135922,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-9-of-10-flash-min-vf-t-0-2-vs-flash-min-image-n-10-n-10-6-of-10.json
flash-high-text-9-of-10--flash-min-vf (t=0.2),"flash-min-image N=5 N=5, 4-of-5",0.869123,0.724426,0.144697,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-9-of-10-flash-min-vf-t-0-2-vs-flash-min-image-n-5-n-5-4-of-5.json
flash-high-text-9-of-10--flash-min-vf (t=0.2),"flash-min-text-t07 N=10 N=10, 10-of-10",0.869123,0.641206,0.227917,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-9-of-10-flash-min-vf-t-0-2-vs-flash-min-text-t07-n-10-n-10-10-of-10.json
flash-high-text-9-of-10--flash-min-vf (t=0.2),"flash-min-text-t07 N=30 N=30, 29-of-30",0.869123,0.66943,0.199693,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-9-of-10-flash-min-vf-t-0-2-vs-flash-min-text-t07-n-30-n-30-29-of-30.json
flash-high-text-9-of-10--flash-min-vf (t=0.2),"flash-min-text-t07 N=5 N=5, 5-of-5",0.869123,0.647059,0.222064,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-9-of-10-flash-min-vf-t-0-2-vs-flash-min-text-t07-n-5-n-5-5-of-5.json
flash-high-text-9-of-10--flash-min-vf (t=0.2),image-baseline--flash-min-vf (t=0.2),0.869123,0.782241,0.086882,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-9-of-10-flash-min-vf-t-0-2-vs-image-baseline-flash-min-vf-t-0-2.json
flash-high-text-9-of-10--flash-min-vf (t=0.2),"pro-high-image N=5 N=5, 3-of-5",0.869123,0.821192,0.047931,0.0116,0.015856,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-9-of-10-flash-min-vf-t-0-2-vs-pro-high-image-n-5-n-5-3-of-5.json
flash-high-text-9-of-10--flash-min-vf (t=0.2),"pro-high-text N=5 N=5, 3-of-5",0.869123,0.855362,0.013762,0.467,0.494849,no,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-9-of-10-flash-min-vf-t-0-2-vs-pro-high-text-n-5-n-5-3-of-5.json
flash-high-text-9-of-10--flash-min-vf (t=0.2),pro-high-text-3-of-5--flash-min-vf (t=0.15),0.869123,0.86445,0.004673,0.7811,0.791378,no,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-9-of-10-flash-min-vf-t-0-2-vs-pro-high-text-3-of-5-flash-min-vf-t-0-15.json
flash-high-text-9-of-10--flash-min-vf (t=0.2),"single-pass-t0 N=10 N=10, 10-of-10",0.869123,0.562641,0.306483,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-9-of-10-flash-min-vf-t-0-2-vs-single-pass-t0-n-10-n-10-10-of-10.json
flash-high-text-9-of-10--flash-min-vf (t=0.2),"single-pass-t0 N=5 N=5, 5-of-5",0.869123,0.554113,0.315011,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-9-of-10-flash-min-vf-t-0-2-vs-single-pass-t0-n-5-n-5-5-of-5.json
flash-high-text-9-of-10--flash-min-vf (t=0.2),text-baseline--flash-min-vf (t=0.15),0.869123,0.832036,0.037088,0.0339,0.043994,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-high-text-9-of-10-flash-min-vf-t-0-2-vs-text-baseline-flash-min-vf-t-0-15.json
"flash-min-image N=10 N=10, 6-of-10","flash-min-image N=5 N=5, 4-of-5",0.733202,0.724426,0.008776,0.3423,0.369492,no,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-min-image-n-10-n-10-6-of-10-vs-flash-min-image-n-5-n-5-4-of-5.json
"flash-min-image N=10 N=10, 6-of-10","flash-min-text-t07 N=10 N=10, 10-of-10",0.733202,0.641206,0.091996,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-min-image-n-10-n-10-6-of-10-vs-flash-min-text-t07-n-10-n-10-10-of-10.json
"flash-min-image N=10 N=10, 6-of-10","flash-min-text-t07 N=30 N=30, 29-of-30",0.733202,0.66943,0.063772,0.0041,0.005883,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-min-image-n-10-n-10-6-of-10-vs-flash-min-text-t07-n-30-n-30-29-of-30.json
"flash-min-image N=10 N=10, 6-of-10","flash-min-text-t07 N=5 N=5, 5-of-5",0.733202,0.647059,0.086143,0.0004,0.000646,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-min-image-n-10-n-10-6-of-10-vs-flash-min-text-t07-n-5-n-5-5-of-5.json
"flash-min-image N=10 N=10, 6-of-10","single-pass-t0 N=10 N=10, 10-of-10",0.733202,0.562641,0.170561,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-min-image-n-10-n-10-6-of-10-vs-single-pass-t0-n-10-n-10-10-of-10.json
"flash-min-image N=10 N=10, 6-of-10","single-pass-t0 N=5 N=5, 5-of-5",0.733202,0.554113,0.179089,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-min-image-n-10-n-10-6-of-10-vs-single-pass-t0-n-5-n-5-5-of-5.json
"flash-min-image N=5 N=5, 4-of-5","flash-min-text-t07 N=10 N=10, 10-of-10",0.724426,0.641206,0.08322,0.0005,0.000797,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-min-image-n-5-n-5-4-of-5-vs-flash-min-text-t07-n-10-n-10-10-of-10.json
"flash-min-image N=5 N=5, 4-of-5","flash-min-text-t07 N=30 N=30, 29-of-30",0.724426,0.66943,0.054996,0.0148,0.019993,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-min-image-n-5-n-5-4-of-5-vs-flash-min-text-t07-n-30-n-30-29-of-30.json
"flash-min-image N=5 N=5, 4-of-5","flash-min-text-t07 N=5 N=5, 5-of-5",0.724426,0.647059,0.077367,0.0013,0.001963,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-min-image-n-5-n-5-4-of-5-vs-flash-min-text-t07-n-5-n-5-5-of-5.json
"flash-min-image N=5 N=5, 4-of-5","single-pass-t0 N=10 N=10, 10-of-10",0.724426,0.562641,0.161785,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-min-image-n-5-n-5-4-of-5-vs-single-pass-t0-n-10-n-10-10-of-10.json
"flash-min-image N=5 N=5, 4-of-5","single-pass-t0 N=5 N=5, 5-of-5",0.724426,0.554113,0.170313,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-min-image-n-5-n-5-4-of-5-vs-single-pass-t0-n-5-n-5-5-of-5.json
"flash-min-text-t07 N=10 N=10, 10-of-10","single-pass-t0 N=10 N=10, 10-of-10",0.641206,0.562641,0.078565,0.0015,0.002235,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-min-text-t07-n-10-n-10-10-of-10-vs-single-pass-t0-n-10-n-10-10-of-10.json
"flash-min-text-t07 N=10 N=10, 10-of-10","single-pass-t0 N=5 N=5, 5-of-5",0.641206,0.554113,0.087093,0.0012,0.001824,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-min-text-t07-n-10-n-10-10-of-10-vs-single-pass-t0-n-5-n-5-5-of-5.json
"flash-min-text-t07 N=30 N=30, 29-of-30","flash-min-text-t07 N=10 N=10, 10-of-10",0.66943,0.641206,0.028224,0.0005,0.000797,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-min-text-t07-n-30-n-30-29-of-30-vs-flash-min-text-t07-n-10-n-10-10-of-10.json
"flash-min-text-t07 N=30 N=30, 29-of-30","flash-min-text-t07 N=5 N=5, 5-of-5",0.66943,0.647059,0.022371,0.1524,0.176907,no,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-min-text-t07-n-30-n-30-29-of-30-vs-flash-min-text-t07-n-5-n-5-5-of-5.json
"flash-min-text-t07 N=30 N=30, 29-of-30","single-pass-t0 N=10 N=10, 10-of-10",0.66943,0.562641,0.106789,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-min-text-t07-n-30-n-30-29-of-30-vs-single-pass-t0-n-10-n-10-10-of-10.json
"flash-min-text-t07 N=30 N=30, 29-of-30","single-pass-t0 N=5 N=5, 5-of-5",0.66943,0.554113,0.115317,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-min-text-t07-n-30-n-30-29-of-30-vs-single-pass-t0-n-5-n-5-5-of-5.json
"flash-min-text-t07 N=5 N=5, 5-of-5","flash-min-text-t07 N=10 N=10, 10-of-10",0.647059,0.641206,0.005853,0.6704,0.688277,no,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-min-text-t07-n-5-n-5-5-of-5-vs-flash-min-text-t07-n-10-n-10-10-of-10.json
"flash-min-text-t07 N=5 N=5, 5-of-5","single-pass-t0 N=10 N=10, 10-of-10",0.647059,0.562641,0.084418,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-min-text-t07-n-5-n-5-5-of-5-vs-single-pass-t0-n-10-n-10-10-of-10.json
"flash-min-text-t07 N=5 N=5, 5-of-5","single-pass-t0 N=5 N=5, 5-of-5",0.647059,0.554113,0.092946,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-flash-min-text-t07-n-5-n-5-5-of-5-vs-single-pass-t0-n-5-n-5-5-of-5.json
image-baseline--flash-min-vf (t=0.2),"flash-min-image N=10 N=10, 6-of-10",0.782241,0.733202,0.049039,0.0175,0.023367,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-image-baseline-flash-min-vf-t-0-2-vs-flash-min-image-n-10-n-10-6-of-10.json
image-baseline--flash-min-vf (t=0.2),"flash-min-image N=5 N=5, 4-of-5",0.782241,0.724426,0.057815,0.0041,0.005883,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-image-baseline-flash-min-vf-t-0-2-vs-flash-min-image-n-5-n-5-4-of-5.json
image-baseline--flash-min-vf (t=0.2),"flash-min-text-t07 N=10 N=10, 10-of-10",0.782241,0.641206,0.141035,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-image-baseline-flash-min-vf-t-0-2-vs-flash-min-text-t07-n-10-n-10-10-of-10.json
image-baseline--flash-min-vf (t=0.2),"flash-min-text-t07 N=30 N=30, 29-of-30",0.782241,0.66943,0.112811,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-image-baseline-flash-min-vf-t-0-2-vs-flash-min-text-t07-n-30-n-30-29-of-30.json
image-baseline--flash-min-vf (t=0.2),"flash-min-text-t07 N=5 N=5, 5-of-5",0.782241,0.647059,0.135182,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-image-baseline-flash-min-vf-t-0-2-vs-flash-min-text-t07-n-5-n-5-5-of-5.json
image-baseline--flash-min-vf (t=0.2),"single-pass-t0 N=10 N=10, 10-of-10",0.782241,0.562641,0.2196,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-image-baseline-flash-min-vf-t-0-2-vs-single-pass-t0-n-10-n-10-10-of-10.json
image-baseline--flash-min-vf (t=0.2),"single-pass-t0 N=5 N=5, 5-of-5",0.782241,0.554113,0.228128,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-image-baseline-flash-min-vf-t-0-2-vs-single-pass-t0-n-5-n-5-5-of-5.json
"pro-high-image N=5 N=5, 3-of-5","flash-high-image N=10 N=10, 6-of-10",0.821192,0.811594,0.009598,0.595,0.613594,no,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-pro-high-image-n-5-n-5-3-of-5-vs-flash-high-image-n-10-n-10-6-of-10.json
"pro-high-image N=5 N=5, 3-of-5","flash-high-image N=5 N=5, 3-of-5",0.821192,0.79915,0.022042,0.2507,0.277089,no,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-pro-high-image-n-5-n-5-3-of-5-vs-flash-high-image-n-5-n-5-3-of-5.json
"pro-high-image N=5 N=5, 3-of-5","flash-high-text N=10 N=10, 9-of-10",0.821192,0.810624,0.010568,0.5757,0.596353,no,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-pro-high-image-n-5-n-5-3-of-5-vs-flash-high-text-n-10-n-10-9-of-10.json
"pro-high-image N=5 N=5, 3-of-5","flash-high-text N=5 N=5, 5-of-5",0.821192,0.788235,0.032957,0.1122,0.134217,no,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-pro-high-image-n-5-n-5-3-of-5-vs-flash-high-text-n-5-n-5-5-of-5.json
"pro-high-image N=5 N=5, 3-of-5","flash-min-image N=10 N=10, 6-of-10",0.821192,0.733202,0.08799,0.0,0.0,yes,results/pairwise/leaderboard-30m/group_8/leaderboard-distinguishability-pro-high-image-n-5-n-5-3-of-5-vs-flash-min-image-n-10-n-10-6-of-10.json
