gt_id,layer,source_id_lossy,source_map,symbol_type,confidence_grade,position_source,provenance,x,y
student:01258,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,491480.372,4704724.840
student:01259,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,488682.494,4704918.425
student:01260,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,485138.472,4704423.870
student:01261,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,483600.270,4703672.639
student:01262,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,483762.030,4703107.679
student:01263,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,483833.502,4703072.590
student:01264,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,483844.041,4703157.006
student:01265,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,484698.078,4703672.313
student:01266,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,485608.478,4703384.407
student:01267,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,485666.457,4703204.798
student:01268,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,486230.939,4703080.735
student:01269,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,489209.358,4703082.838
student:01270,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,490414.147,4703892.625
student:01271,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,492440.311,4703517.256
student:01272,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,494287.870,4703317.076
student:01273,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,494325.711,4703862.554
student:01274,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,497755.167,4703935.021
student:01275,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,497983.014,4703878.131
student:01276,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,499062.129,4703517.813
student:01277,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,498709.980,4702705.477
student:01278,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,491607.763,4702414.055
student:01279,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,491140.565,4702295.718
student:01280,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,491064.973,4702253.104
student:01281,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,487085.374,4702771.180
student:01282,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,485988.654,4701639.396
student:01283,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,486719.884,4701650.163
student:01284,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,486778.224,4701569.679
student:01285,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,487693.113,4701278.711
student:01286,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,491863.780,4701853.161
student:01287,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,491961.799,4701078.367
student:01288,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,495920.148,4701779.589
student:01289,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,496146.335,4701142.631
student:01290,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,499250.568,4700599.560
student:01291,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,496107.671,4700979.729
student:01292,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,496187.979,4700428.616
student:01293,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,495149.645,4700618.289
student:01294,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,486088.924,4700085.582
student:01295,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,485784.923,4700349.474
student:01296,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,480314.910,4699714.197
student:01297,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,480294.813,4699079.569
student:01298,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,481036.765,4699455.602
student:01299,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,481370.371,4699267.507
student:01300,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,495207.065,4699727.746
student:01301,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,496127.329,4699408.867
student:01302,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,496915.696,4698597.408
student:01303,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,496548.366,4698070.862
student:01304,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,496507.657,4698188.187
student:01305,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,496415.333,4698391.803
student:01306,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,495181.986,4698720.007
student:01307,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,482978.561,4698120.861
student:01308,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,482087.504,4698218.423
student:01309,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,482144.493,4698324.410
student:01310,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,481146.710,4698811.123
student:01311,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,481057.196,4698285.093
student:01312,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,480841.794,4698196.849
student:01313,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,480766.887,4698168.596
student:01314,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,480406.673,4697746.610
student:01315,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,483678.084,4697089.562
student:01316,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,483363.235,4697121.665
student:01317,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,487342.180,4697012.841
student:01318,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,487475.958,4697000.721
student:01319,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,490350.577,4697015.717
student:01320,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,490381.596,4697157.128
student:01321,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,494158.879,4697453.741
student:01322,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,496467.408,4697652.125
student:01323,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,497095.063,4697309.184
student:01324,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,497113.741,4697382.849
student:01325,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,499547.444,4696072.896
student:01326,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,498234.994,4696603.549
student:01327,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,498260.282,4696483.765
student:01328,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,490644.152,4696486.755
student:01329,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,487486.824,4696163.710
student:01330,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,485662.972,4696096.141
student:01331,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,484451.283,4696516.626
student:01332,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,482771.270,4696169.099
student:01333,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,482751.038,4696069.722
student:01334,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,480519.391,4695136.729
student:01335,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,481142.887,4695806.620
student:01336,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,489353.434,4695295.891
student:01337,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,495751.156,4695619.013
student:01338,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,494207.657,4694601.326
student:01339,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,492995.331,4693778.462
student:01340,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,493839.438,4693486.409
student:01341,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,498607.473,4692329.871
student:01342,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,498551.572,4692268.618
student:01343,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,497878.246,4692016.576
student:01344,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,496998.145,4692133.812
student:01345,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,497049.757,4692311.959
student:01346,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,497073.838,4692383.872
student:01347,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,495572.291,4692453.185
student:01348,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,484204.018,4692658.324
student:01349,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,493896.679,4691244.711
student:01350,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,495047.634,4691284.455
student:01351,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,495711.461,4691515.198
student:01352,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,495981.954,4691680.910
student:01353,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,497338.186,4691874.664
student:01354,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,497351.921,4691766.034
student:01355,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,497912.830,4691869.270
student:01356,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,498185.687,4691990.528
student:01357,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,497319.239,4690344.892
student:01358,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,498086.250,4689853.993
student:01359,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,496244.910,4688771.206
student:01360,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,495810.715,4686806.539
student:01361,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,483168.843,4686890.652
student:01362,student_reviewed,100004e13,K-35-054-4_Voynika,Mound,as_digitised,as_digitised,student_digitised,483032.785,4686850.807
student:01363,student_reviewed,100001e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,503788.252,4723439.114
student:01364,student_reviewed,100001e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,504970.340,4723049.387
student:01365,student_reviewed,100001e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,509584.835,4723281.271
student:01366,student_reviewed,100001e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,509674.627,4723347.406
student:01367,student_reviewed,100001e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,513689.865,4723477.978
student:01368,student_reviewed,100001e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,514772.934,4723509.714
student:01369,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,520046.761,4723572.015
student:01370,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,520041.803,4723320.991
student:01371,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,519999.081,4723131.941
student:01372,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,519914.780,4723145.138
student:01373,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,519692.054,4722594.350
student:01374,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,504698.147,4722290.534
student:01375,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,503121.493,4721707.815
student:01376,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,502459.982,4721957.008
student:01377,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,500344.607,4721203.233
student:01378,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,500442.179,4720828.905
student:01379,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,500887.881,4719588.002
student:01380,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,505717.606,4719257.023
student:01381,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,508440.087,4719399.800
student:01382,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,508809.407,4719059.110
student:01383,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,514323.709,4719137.228
student:01384,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,514921.409,4720064.159
student:01385,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,515189.580,4719041.784
student:01386,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,517360.004,4719096.601
student:01387,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,518466.599,4720604.552
student:01388,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,520036.235,4718067.485
student:01389,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,512485.513,4717423.103
student:01390,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,512540.943,4718242.072
student:01391,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,510014.813,4717328.742
student:01392,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,507741.409,4718811.481
student:01393,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,506753.796,4716423.597
student:01394,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,509707.541,4716137.005
student:01395,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,509575.213,4716940.272
student:01396,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,511235.954,4715055.697
student:01397,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,514872.309,4715797.808
student:01398,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,518712.841,4713049.478
student:01399,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,518408.212,4713656.548
student:01400,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,517913.099,4714653.942
student:01401,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,515633.071,4713158.805
student:01402,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,515576.758,4713637.679
student:01403,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,515083.617,4713680.254
student:01404,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,511461.556,4713272.332
student:01405,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,510047.822,4713169.003
student:01406,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,509652.401,4713168.483
student:01407,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,507624.755,4713055.413
student:01408,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,507348.690,4713742.111
student:01409,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,507236.759,4713854.137
student:01410,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,506962.756,4714174.663
student:01411,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,506864.747,4714201.704
student:01412,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,507073.868,4713983.735
student:01413,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,504463.226,4713063.140
student:01414,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,504672.791,4713094.051
student:01415,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,504151.873,4713362.602
student:01416,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,504422.827,4713725.413
student:01417,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,500011.165,4713437.952
student:01418,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,502011.398,4711162.767
student:01419,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,502475.796,4712262.627
student:01420,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,505300.771,4712910.174
student:01421,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,506040.446,4711915.299
student:01422,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,509073.538,4712151.177
student:01423,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,510493.698,4712549.304
student:01424,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,510992.244,4712010.214
student:01425,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,511860.496,4712927.159
student:01426,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,511793.097,4712641.737
student:01427,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,515668.061,4712812.123
student:01428,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,518716.334,4712914.680
student:01429,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,518847.951,4711214.418
student:01430,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,519270.842,4712431.286
student:01431,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,519881.221,4712478.843
student:01432,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,520162.948,4712112.249
student:01433,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,520255.171,4711779.236
student:01434,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,519914.634,4711034.409
student:01435,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,515171.138,4709196.245
student:01436,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,514687.168,4710161.002
student:01437,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,512551.141,4709918.828
student:01438,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,512111.325,4710378.700
student:01439,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,510754.010,4709951.809
student:01440,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,510057.045,4709485.728
student:01441,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,509624.335,4710371.204
student:01442,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,509643.438,4710297.634
student:01443,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,509406.975,4710059.147
student:01444,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,509717.220,4709951.481
student:01445,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,509054.717,4709254.875
student:01446,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,508220.687,4709205.319
student:01447,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,503116.481,4709817.233
student:01448,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,503021.622,4709782.943
student:01449,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,500378.541,4709512.409
student:01450,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,499955.277,4709585.354
student:01451,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,500407.713,4708592.071
student:01452,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,499923.161,4708641.022
student:01453,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,501012.416,4706434.840
student:01454,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,501819.941,4707210.132
student:01455,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,503589.805,4706537.215
student:01456,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,503292.616,4705950.837
student:01457,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,504825.414,4706871.879
student:01458,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,504578.327,4706967.698
student:01459,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,504446.733,4706965.923
student:01460,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,504139.699,4708788.745
student:01461,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,504357.628,4708844.530
student:01462,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,505379.266,4708833.798
student:01463,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,505671.240,4706286.506
student:01464,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,508020.402,4706982.411
student:01465,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,507880.886,4707273.886
student:01466,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,509248.958,4707709.421
student:01467,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,509507.077,4707371.336
student:01468,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,510930.734,4708809.937
student:01469,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,513776.133,4708539.976
student:01470,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,515432.794,4708177.351
student:01471,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,515809.121,4706563.515
student:01472,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,517705.997,4706940.863
student:01473,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,517513.124,4707424.166
student:01474,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,517259.921,4707875.944
student:01475,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,518401.912,4708879.199
student:01476,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,518501.203,4708636.887
student:01477,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,518081.145,4706418.498
student:01478,student_reviewed,100005e13,K-35-055-1,Mound,as_digitised,as_digitised,student_digitised,518441.776,4705860.011
student:01479,student_reviewed,100004e13,K-35-055-2,Mound,as_digitised,as_digitised,student_digitised,520509.067,4723037.862
student:01480,student_reviewed,100004e13,K-35-055-2,Mound,as_digitised,as_digitised,student_digitised,522010.953,4723792.984
student:01481,student_reviewed,100004e13,K-35-055-2,Mound,as_digitised,as_digitised,student_digitised,522865.195,4722996.093
student:01482,student_reviewed,100004e13,K-35-055-2,Mound,as_digitised,as_digitised,student_digitised,531998.020,4722141.605
student:01483,student_reviewed,100004e13,K-35-055-2,Mound,as_digitised,as_digitised,student_digitised,522673.278,4722347.341
student:01484,student_reviewed,100004e13,K-35-055-2,Mound,as_digitised,as_digitised,student_digitised,522071.544,4723016.333
student:01485,student_reviewed,100004e13,K-35-055-2,Mound,as_digitised,as_digitised,student_digitised,524128.438,4721744.004
student:01486,student_reviewed,100004e13,K-35-055-2,Mound,as_digitised,as_digitised,student_digitised,533715.228,4721519.245
student:01487,student_reviewed,100004e13,K-35-055-2,Mound,as_digitised,as_digitised,student_digitised,536107.300,4720800.294
student:01488,student_reviewed,100004e13,K-35-055-2,Mound,as_digitised,as_digitised,student_digitised,524215.388,4720964.879
