gt_id,layer,symbol_code,source_map,symbol_type,confidence_grade,position_source,provenance,x,y
student:00919,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,468148.027,4722767.001
student:00920,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,467927.557,4722852.722
student:00921,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,463497.471,4722487.346
student:00922,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,461015.508,4722019.425
student:00923,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,460250.407,4721837.295
student:00924,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,460540.786,4721578.974
student:00925,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,directly_reviewed,own_mark,student_digitised,460995.204,4721762.397
student:00926,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,proxy_confirmed,claimant_mark,student_digitised,461641.399,4721612.547
student:00927,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,464028.341,4721760.443
student:00928,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,466132.283,4721046.846
student:00929,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,477694.849,4721867.683
student:00930,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,477655.355,4721106.165
student:00931,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,478363.696,4721136.456
student:00932,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,478451.228,4721193.051
student:00933,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,478649.369,4721188.052
student:00934,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,478721.341,4721338.880
student:00935,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,directly_reviewed,own_mark,student_digitised,478796.845,4721228.411
student:00936,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,478920.904,4721265.903
student:00937,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,proxy_confirmed,claimant_mark,student_digitised,477743.470,4720967.926
student:00938,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,467945.957,4720796.569
student:00939,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,467404.931,4720797.882
student:00940,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,467290.731,4720660.373
student:00941,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,467247.218,4720743.185
student:00942,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,467071.893,4720775.509
student:00943,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,directly_reviewed,own_mark,student_digitised,467156.601,4720458.984
student:00944,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,461080.493,4720083.550
student:00945,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,466985.818,4719500.764
student:00946,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,467503.962,4719168.965
student:00947,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,469565.937,4719630.529
student:00948,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,468754.776,4718453.435
student:00949,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,468278.388,4718625.094
student:00950,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,468196.559,4718289.622
student:00951,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,directly_reviewed,own_mark,student_digitised,459128.609,4716986.418
student:00952,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,474580.502,4717853.826
student:00953,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,475210.510,4717679.020
student:00954,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,477135.002,4716033.719
student:00955,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,476948.732,4716078.999
student:00956,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,472791.956,4715985.796
student:00957,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,468273.310,4716618.725
student:00958,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,462714.762,4716143.850
student:00959,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,461692.806,4716159.275
student:00960,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,461545.649,4716188.532
student:00961,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,459428.608,4716239.231
student:00962,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,458873.815,4716101.639
student:00963,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,464115.990,4715658.842
student:00964,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,464981.442,4715889.379
student:00965,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,directly_reviewed,own_mark,student_digitised,465607.301,4715814.965
student:00966,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,476005.349,4715631.873
student:00967,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,477939.120,4715818.512
student:00968,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,479027.007,4715657.885
student:00969,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,470731.836,4714071.716
student:00970,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,460885.744,4713302.940
student:00971,student_standardised,100004e13,K-35-054-1_Straldzha_4326,trig_point_on_mound,directly_reviewed,own_mark,student_digitised,470715.187,4713666.135
student:00972,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,477803.797,4713143.737
student:00973,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,directly_reviewed,own_mark,student_digitised,478136.336,4714026.947
student:00974,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,479243.855,4713976.894
student:00975,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,476658.796,4712940.136
student:00976,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,477919.818,4712489.791
student:00977,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,475920.462,4712592.397
student:00978,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,473230.885,4712040.489
student:00979,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,473048.775,4712114.357
student:00980,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,464871.855,4712966.490
student:00981,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,463177.396,4712436.691
student:00982,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,461045.130,4712560.822
student:00983,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,461184.548,4712717.270
student:00984,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,460068.010,4712270.777
student:00985,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,458969.381,4711117.842
student:00986,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,471524.548,4710483.355
student:00987,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,472401.677,4710674.543
student:00988,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,473234.029,4710048.083
student:00989,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,473265.284,4709951.856
student:00990,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,473615.767,4710945.220
student:00991,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,470003.164,4709954.549
student:00992,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,475367.696,4708488.401
student:00993,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,465308.074,4707972.782
student:00994,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,465504.508,4707405.473
student:00995,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,464041.846,4706331.404
student:00996,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,464194.040,4706947.342
student:00997,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,464377.780,4706991.136
student:00998,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,464382.858,4706889.730
student:00999,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,464762.922,4706950.055
student:01000,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,465157.833,4706373.362
student:01001,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,directly_reviewed,own_mark,student_digitised,467203.683,4706904.770
student:01002,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,467406.286,4706307.532
student:01003,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,468701.227,4706240.016
student:01004,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,471205.654,4706753.323
student:01005,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,477829.989,4706557.087
student:01006,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,468704.201,4705819.106
student:01007,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,462107.507,4705813.811
student:01008,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,462141.242,4705883.228
student:01009,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,directly_reviewed,own_mark,student_digitised,473859.713,4722511.640
student:01010,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,478980.839,4721380.814
student:01011,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,475401.854,4709438.267
student:01012,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,470048.184,4709302.894
student:01013,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,463101.568,4708992.339
student:01014,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,467967.566,4708675.143
student:01015,student_standardised,100004e13,K-35-054-1_Straldzha_4326,settlement_mound,directly_reviewed,own_mark,student_digitised,473258.457,4708373.633
student:01016,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,474792.613,4708822.852
student:01017,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,directly_reviewed,own_mark,student_digitised,475013.992,4708833.051
student:01018,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,475055.943,4708748.695
student:01019,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,directly_reviewed,own_mark,student_digitised,475324.422,4708888.582
student:01020,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,465298.856,4707748.860
student:01021,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,directly_reviewed,own_mark,student_digitised,465606.591,4707199.459
student:01022,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,458856.314,4706465.629
student:01023,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,461194.754,4706306.758
student:01024,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,461496.434,4706175.797
student:01025,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,463377.083,4706181.646
student:01026,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,463273.136,4706749.941
student:01027,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,out_of_scope,as_digitised,student_digitised,468739.782,4706572.448
student:01028,student_standardised,100004e13,K-35-054-1_Straldzha_4326,burial_mound,proxy_confirmed,claimant_mark,student_digitised,470675.108,4706904.632
student:01029,student_standardised,merged-K-35-054-2_Atolov_4326_c01159,K-35-054-2_Atolov_4326,burial_mound,directly_reviewed,own_mark,student_digitised,487881.703,4720963.955
student:01030,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,479643.712,4721831.355
student:01031,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,479796.476,4721820.985
student:01032,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,479761.815,4721186.116
student:01033,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,479507.846,4715713.817
student:01034,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,480244.628,4705859.261
student:01035,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,480761.256,4706038.657
student:01036,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,480581.940,4710373.635
student:01037,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,480707.926,4711167.043
student:01038,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,480507.253,4711240.070
student:01039,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,479966.652,4711652.762
student:01040,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,480140.369,4712435.432
student:01041,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,480787.535,4714932.312
student:01042,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,480623.174,4715950.118
student:01043,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,480288.890,4715918.767
student:01044,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,480786.440,4720450.173
student:01045,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,directly_reviewed,own_mark,student_digitised,481185.215,4722072.718
student:01046,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,481444.371,4716220.800
student:01047,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,481494.164,4716113.822
student:01048,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,481825.348,4716374.888
student:01049,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,481661.086,4716347.832
student:01050,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,481572.359,4716277.665
student:01051,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,481495.381,4709335.515
student:01052,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,481623.108,4706050.453
student:01053,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,481564.834,4705310.558
student:01054,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,directly_reviewed,own_mark,student_digitised,482578.821,4707253.824
student:01055,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,482744.908,4712432.762
student:01056,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,482839.975,4712454.583
student:01057,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,482052.811,4714268.662
student:01058,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,481946.080,4716382.898
student:01059,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,482677.350,4716806.480
student:01060,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,directly_reviewed,own_mark,student_digitised,482815.762,4716854.205
student:01061,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,proxy_confirmed,claimant_mark,student_digitised,482776.151,4722292.212
student:01062,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,directly_reviewed,own_mark,student_digitised,482871.956,4723110.418
student:01063,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,483039.363,4723087.212
student:01064,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,483864.246,4722138.229
student:01065,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,484347.034,4710111.127
student:01066,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,484817.872,4716718.783
student:01067,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,proxy_confirmed,claimant_mark,student_digitised,484319.758,4718208.060
student:01068,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,484587.226,4718985.309
student:01069,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,484191.526,4722058.053
student:01070,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,486235.660,4706294.275
student:01071,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,486663.479,4707455.675
student:01072,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,486095.596,4712027.318
student:01073,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,486062.798,4712884.128
student:01074,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,directly_reviewed,own_mark,student_digitised,486323.369,4713504.174
student:01075,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,486833.599,4715323.690
student:01076,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,486621.165,4715405.464
student:01077,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,proxy_confirmed,claimant_mark,student_digitised,486278.041,4715636.907
student:01078,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,486722.531,4716707.720
student:01079,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,486726.250,4722897.664
student:01080,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,486352.036,4723513.073
student:01081,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,proxy_confirmed,claimant_mark,student_digitised,486171.940,4723513.656
student:01082,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,485973.492,4723610.736
student:01083,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,487622.307,4722269.938
student:01084,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,487349.473,4722188.172
student:01085,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,487663.717,4721083.122
student:01086,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,487509.453,4718481.777
student:01087,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,487485.498,4716145.231
student:01088,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,directly_reviewed,own_mark,student_digitised,487614.879,4716038.433
student:01089,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,487725.850,4715929.786
student:01090,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,487494.754,4715341.188
student:01091,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,486924.301,4715282.028
student:01092,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,487019.122,4707672.545
student:01093,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,487257.401,4705477.144
student:01094,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,proxy_confirmed,claimant_mark,student_digitised,488678.172,4705441.678
student:01095,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,directly_reviewed,own_mark,student_digitised,488872.785,4716988.761
student:01096,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,488552.333,4722580.108
student:01097,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,489329.281,4721237.497
student:01098,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,489331.150,4721126.556
student:01099,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,489604.935,4716336.543
student:01100,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,489853.473,4715572.135
student:01101,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,490490.373,4710794.557
student:01102,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,490337.056,4711523.999
student:01103,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,490016.643,4714095.718
student:01104,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,490748.500,4716203.171
student:01105,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,490662.602,4716454.080
student:01106,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,490560.367,4716439.655
student:01107,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,490509.885,4716584.173
student:01108,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,490025.459,4716245.919
student:01109,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,490073.383,4716347.273
student:01110,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,490210.558,4720898.422
student:01111,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,directly_reviewed,own_mark,student_digitised,491773.962,4718748.856
student:01112,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,491718.462,4716344.815
student:01113,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,491528.583,4714109.659
student:01114,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,directly_reviewed,own_mark,student_digitised,491292.077,4712346.362
student:01115,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,491035.700,4710564.001
student:01116,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,directly_reviewed,own_mark,student_digitised,492786.778,4708478.554
student:01117,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,493491.896,4721262.580
student:01118,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,directly_reviewed,own_mark,student_digitised,492946.501,4722056.849
student:01119,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,494549.610,4723497.873
student:01120,student_standardised,100002e13,K-35-054-2_Atolov_4326,burial_mound,out_of_scope,as_digitised,student_digitised,494860.644,4723140.257
