order_index,tile_name,map_name,tier,minx,miny,maxx,maxy,px_m
183,K-35-074-2_x3696_y2016.png,K-35-074-2,10pct,331641.41127665114,4640100.440278504,333574.2133691444,4642033.242370998,5.033338782534581
184,K-35-066-2_x3360_y1008.png,K-35-066-2,10pct,496077.5268160553,4679789.400819106,498004.03358170664,4681715.907584758,5.016944702217036
185,K-35-063-1_Granit_4326_x3696_y2688.png,K-35-063-1_Granit_4326,10pct,352889.66258686496,4673624.143581327,354829.69092926185,4675564.171923724,5.052157141658578
186,K-35-064-2_Radnevo_4326_x2688_y1344.png,K-35-064-2_Radnevo_4326,10pct,409882.6719202789,4679070.6944836425,411817.18870999356,4681005.211273357,5.037804139881852
187,K-35-066-2_x1344_y2352.png,K-35-066-2,10pct,485963.3662963857,4673046.627139326,487889.87306203705,4674973.133904978,5.016944702217036
188,K-35-065-3_Glavan_4326_x1344_y2016.png,K-35-065-3_Glavan_4326,10pct,423606.2502034215,4656838.782107682,425541.7076706974,4658774.239574958,5.040253821031001
189,K-35-077-2_x672_y0.png,K-35-077-2,10pct,440976.3267407723,4648071.415511685,442908.4531081246,4650003.541879037,5.031579081646669
190,K-35-067-4_x2352_y2688.png,K-35-067-4,10pct,532317.010482571,4652949.885395858,534246.3149909591,4654879.1899042465,5.024230490594164
191,K-35-054-4_Voynika_x3696_y3360.png,K-35-054-4_Voynika,10pct,497790.68312026025,4686523.158695866,499714.40234308096,4688446.877918687,5.0096854760956075
192,K-35-076-2_x3024_y2016.png,K-35-076-2,10pct,411293.7673045048,4638410.511891757,413226.03711615683,4640342.781703409,5.031952634510465
193,K-35-076-3_x3360_y2688.png,K-35-076-3,10pct,391927.69830444024,4616833.09201325,393862.8428189193,4618768.236527729,5.039438839789152
194,K-35-074-4_x336_y1680.png,K-35-074-4,10pct,314247.66632921516,4623270.3709871825,316183.24360187777,4625205.948259845,5.040565814225526
195,K-35-052-3_x3024_y1680.png,K-35-052-3,10pct,391443.8422282629,4695997.633514003,393367.8628153215,4697921.654101062,5.0104702787983415
196,K-35-065-4_x2688_y2352.png,K-35-065-4,10pct,451262.3885219136,4654762.428423483,453191.7383906544,4656691.778292224,5.024348616512422
197,K-35-074-4_x4032_y1008.png,K-35-074-4,10pct,332877.59757859295,4626657.631214342,334813.17485125555,4628593.208487005,5.040565814225526
198,K-35-050-4_x2688_y3024.png,K-35-050-4,10pct,327971.26958049485,4690622.845085422,329895.7114636442,4692547.286968571,5.0115674040348495
199,K-35-075-3_x336_y336.png,K-35-075-3,10pct,335061.6005352176,4629531.418057703,336997.0129655363,4631466.830488022,5.040136537288315
200,K-35-064-1_Sredets_4326_x1344_y0.png,K-35-064-1_Sredets_4326,10pct,382410.84675175796,4686234.896991679,384347.2142222105,4688171.264462132,5.042623620970214
201,K-35-075-2_x672_y3696.png,K-35-075-2,10pct,357940.1575978709,4630680.03247235,359872.65264572296,4632612.527520202,5.032539187114708
202,K-35-077-2_x3696_y1344.png,K-35-077-2,10pct,456191.82188367203,4641308.973225952,458123.94825102435,4643241.099593304,5.031579081646669
203,K-35-063-2_Chirpan_4326_x2352_y336.png,K-35-063-2_Chirpan_4326,10pct,366796.75989611266,4684993.378663536,368734.9097091798,4686931.528476603,5.047265138195598
204,K-35-075-4_x672_y2688.png,K-35-075-4,10pct,357568.5289598795,4617224.897960217,359503.7971378587,4619160.166138196,5.039760880154215
205,K-35-054-3_Yambol_x3360_y1008.png,K-35-054-3_Yambol,10pct,475511.2843417151,4698396.698872046,477435.023763869,4700320.438294199,5.009738078525818
206,K-35-042-3_x672_y3360.png,K-35-042-3,10pct,462253.53964456345,4723682.893199282,464171.6869099042,4725601.040464623,4.995175170158139
207,K-35-042-3_x0_y3696.png,K-35-042-3,10pct,458896.78193021717,4722004.514342109,460814.9291955579,4723922.66160745,4.995175170158139
208,K-35-053-1_x2016_y1344.png,K-35-053-1,10pct,427789.05022435833,4715596.10101451,429710.09617098654,4717517.146961138,5.002723819344283
209,K-35-076-4_x1680_y336.png,K-35-076-4,10pct,404274.08148690197,4628353.71051213,406209.1229244534,4630288.751949681,5.039170410290201
210,K-35-067-4_x0_y2688.png,K-35-067-4,10pct,520500.0203686938,4652949.885395858,522429.3248770819,4654879.1899042465,5.024230490594012
211,K-35-074-2_x1008_y2016.png,K-35-074-2,10pct,318111.7966291981,4640100.440278504,320044.5987216914,4642033.242370998,5.033338782534581
212,K-35-056-3_x1680_y2688.png,K-35-056-3,10pct,549349.7192014002,4690157.853125694,551273.4939187438,4692081.627843038,5.009829993082349
213,K-35-063-3_Tatarevo_4326_x672_y1008.png,K-35-063-3_Tatarevo_4326,10pct,337184.867252279,4663594.743359185,339127.5903603732,4665537.466467279,5.059174760661942
214,K-35-074-1_x2688_y3696.png,K-35-074-1,10pct,305808.47566422634,4632217.131312635,307741.4619639185,4634150.1176123265,5.033818488781738
215,K-35-075-1_x1680_y3696.png,K-35-075-1,10pct,342253.71199538803,4631132.072365767,344186.35033824027,4633064.710708619,5.032912351177704
216,K-35-075-3_x2688_y3360.png,K-35-075-3,10pct,346916.00167091965,4614290.045168944,348851.41410123836,4616225.457599263,5.040136537288315
217,K-35-063-2_Chirpan_4326_x1680_y2688.png,K-35-063-2_Chirpan_4326,10pct,363404.99772324524,4673122.211058499,365343.14753631235,4675060.360871566,5.047265138195598
218,K-35-054-3_Yambol_x672_y2352.png,K-35-054-3_Yambol,10pct,462045.10838663764,4691663.610894507,463968.84780879156,4693587.3503166605,5.009738078525818
219,K-35-051-4_x672_y0.png,K-35-051-4,10pct,359062.3665035163,4704808.82307298,360986.5074787572,4706732.964048221,5.010783789689715
220,K-35-075-1_x4032_y1344.png,K-35-075-1,10pct,354091.12184535793,4642969.482215737,356023.7601882102,4644902.120558589,5.032912351177704
221,K-35-076-4_x1344_y2688.png,K-35-076-4,10pct,402580.92022904445,4616501.581707127,404515.9616665959,4618436.623144679,5.039170410290201
222,K-35-054-3_Yambol_x2016_y1344.png,K-35-054-3_Yambol,10pct,468778.1963641764,4696713.426877661,470701.9357863303,4698637.166299814,5.009738078525818
223,K-35-051-4_x3024_y2352.png,K-35-051-4,10pct,370847.72997686645,4693023.45959963,372771.8709521073,4694947.600574871,5.010783789689715
224,K-35-067-3_x1680_y3360.png,K-35-067-3,10pct,508311.6753920386,4649483.366765372,510240.9342103225,4651412.625583656,5.024111505947682
225,K-35-074-3_x4032_y3696.png,K-35-074-3,10pct,312065.05279845814,4613680.912344478,314000.8155097604,4615616.67505578,5.041048727349637
226,K-35-064-1_Sredets_4326_x336_y2688.png,K-35-064-1_Sredets_4326,10pct,377327.88214181986,4672680.3246985115,379264.2496122724,4674616.692168964,5.042623620970214
227,K-35-067-3_x2352_y0.png,K-35-067-3,10pct,511687.87832403544,4666364.3814253565,513617.13714231935,4668293.64024364,5.024111505947682
228,K-35-063-3_Tatarevo_4326_x672_y3360.png,K-35-063-3_Tatarevo_4326,10pct,337184.867252279,4651695.5643221075,339127.5903603732,4653638.287430202,5.059174760661942
229,K-35-066-4_x3024_y1008.png,K-35-066-4,10pct,494359.6260323468,4661273.42216659,496288.9146482657,4663202.710782508,5.02418910395545
230,K-35-074-3_x3696_y1344.png,K-35-074-3,10pct,310371.2604260686,4625537.458951204,312307.0231373709,4627473.221662506,5.041048727349637
231,K-35-056-3_x3696_y3696.png,K-35-056-3,10pct,559449.5364674543,4685107.944492668,561373.3111847979,4687031.719210012,5.009829993082349
232,K-35-054-1_Straldzha_4326_x3696_y1008.png,K-35-054-1_Straldzha_4326,10pct,477191.30551548564,4716996.293359433,479114.86359464907,4718919.851438597,5.009265831154759
233,K-35-052-2_x672_y1680.png,K-35-052-2,10pct,400523.3647058322,4714187.4160272665,402444.4904191826,4716108.541740617,5.002931545183249
234,K-35-053-1_x672_y672.png,K-35-053-1,10pct,421065.3894111596,4718957.931421109,422986.4353577878,4720878.977367736,5.002723819344283
235,K-35-065-3_Glavan_4326_x3696_y336.png,K-35-065-3_Glavan_4326,10pct,435460.9271904863,4665306.408527014,437396.3846577622,4667241.8659942895,5.040253821031001
236,K-35-077-4_x2016_y1344.png,K-35-077-4,10pct,447592.02200013463,4622791.530736396,449526.919036122,4624726.427772383,5.038794364550388
237,K-35-076-1_x0_y336.png,K-35-076-1,10pct,375317.85103313136,4647196.5481121335,377250.2232380006,4649128.920317003,5.032219283513617
238,K-35-055-3_x0_y2016.png,K-35-055-3,10pct,499871.16705877584,4693282.793235993,501794.87093602493,4695206.497113242,5.009645513669511
239,K-35-076-1_x672_y336.png,K-35-076-1,10pct,378699.5023916525,4647196.5481121335,380631.8745965217,4649128.920317003,5.032219283513617
240,K-35-074-3_x1344_y336.png,K-35-074-3,10pct,298514.71381934226,4630618.836068372,300450.4765306445,4632554.598779675,5.041048727349637
241,K-35-076-3_x336_y3696.png,K-35-076-3,10pct,376688.43525291764,4611753.3376627425,378623.5797673967,4613688.482177221,5.039438839789152
242,K-35-054-2_Atolov_4326_x3360_y1344.png,K-35-054-2_Atolov_4326,10pct,496090.0505644496,4715169.036570307,498011.8712145309,4717090.857220388,5.00474127625345
243,K-35-066-3_x2688_y3024.png,K-35-066-3,10pct,471966.9156669226,4651235.205603687,473896.2247552208,4653164.514691985,5.024242417443323
244,K-35-052-2_x1344_y2016.png,K-35-052-2,10pct,403885.3347041953,4712506.431028085,405806.4604175457,4714427.556741435,5.002931545183249
245,K-35-067-2_x672_y336.png,K-35-067-2,10pct,523817.2003552655,4683278.023919623,525743.7228714379,4685204.546435796,5.016985719198904
246,K-35-067-3_x1008_y1344.png,K-35-067-3,10pct,504935.4724600418,4659611.975561363,506864.7312783257,4661541.234379646,5.024111505947682
247,K-35-074-4_x1344_y1008.png,K-35-074-4,10pct,319328.55666995456,4626657.631214342,321264.13394261716,4628593.208487005,5.040565814225526
248,K-35-050-4_x0_y672.png,K-35-050-4,10pct,314500.1763984493,4702410.051619711,316424.61828159867,4704334.493502861,5.0115674040348495
249,K-35-042-3_x2688_y2016.png,K-35-042-3,10pct,472323.8127876023,4730396.408627974,474241.96005294303,4732314.555893315,4.995175170158139
250,K-35-076-3_x0_y3696.png,K-35-076-3,10pct,374995.18380274845,4611753.3376627425,376930.3283172275,4613688.482177221,5.039438839789152
251,K-35-063-4_Skobelevo_4326_x4032_y336.png,K-35-063-4_Skobelevo_4326,10pct,374926.84399820946,4666481.26255404,376867.7022324135,4668422.1207882445,5.0543183182397415
252,K-35-052-3_x1008_y672.png,K-35-052-3,10pct,381342.7341462056,4701048.187555032,383266.75473326416,4702972.208142091,5.0104702787983415
253,K-35-051-3_x4032_y336.png,K-35-051-3,10pct,355302.7520617864,4703579.263305717,357227.0334693882,4705503.544713319,5.011149498962975
254,K-35-053-1_x336_y1680.png,K-35-053-1,10pct,419384.47420785995,4713915.1858112095,421305.52015448816,4715836.231757837,5.002723819344283
255,K-35-053-4_Boyadzhik_x2688_y3360.png,K-35-053-4_Boyadzhik,10pct,451548.632128015,4686764.794715575,453472.4117852431,4688688.574372803,5.009842857364826
256,K-35-076-1_x1008_y1344.png,K-35-076-1,10pct,380390.3280709131,4642124.071074352,382322.7002757823,4644056.443279221,5.032219283513617
257,K-35-067-1_x2352_y3696.png,K-35-067-1,10pct,511670.8817348018,4666330.627501394,513597.3659162433,4668257.111682835,5.016885889170529
258,K-35-065-3_Glavan_4326_x4032_y0.png,K-35-065-3_Glavan_4326,10pct,437154.4524743527,4666999.93381088,439089.90994162863,4668935.391278156,5.040253821031001
259,K-35-075-3_x0_y2352.png,K-35-075-3,10pct,333368.1146586888,4619370.50279853,335303.5270890075,4621305.915228849,5.040136537288315
260,K-35-055-4_x3024_y1008.png,K-35-055-4,10pct,535540.7829551955,4698423.182794914,537464.5177868865,4700346.917626604,5.0097261241953674
261,K-35-052-2_x2688_y3696.png,K-35-052-2,10pct,410609.2747009216,4704101.506032177,412530.400414272,4706022.6317455275,5.002931545183249
262,K-35-074-4_x2352_y1008.png,K-35-074-4,10pct,324409.44701069396,4626657.631214342,326345.02428335656,4628593.208487005,5.040565814225526
263,K-35-077-3_x1344_y3360.png,K-35-077-3,10pct,423393.49499121733,4612844.173925426,425328.4539364421,4614779.132870651,5.038955586522813
264,K-35-065-4_x0_y1680.png,K-35-065-4,10pct,437756.9394407283,4658138.7906937795,439686.28930946905,4660068.14056252,5.024348616512422
265,K-35-076-4_x4032_y1008.png,K-35-076-4,10pct,416126.2102919044,4624967.387996415,418061.25172945583,4626902.429433966,5.039170410290201
266,K-35-065-4_x0_y1008.png,K-35-065-4,10pct,437756.9394407283,4661515.152964076,439686.28930946905,4663444.502832817,5.024348616512422
267,K-35-065-4_x1008_y1344.png,K-35-065-4,10pct,442821.4828461728,4659826.971828927,444750.8327149136,4661756.321697668,5.024348616512422
268,K-35-064-1_Sredets_4326_x2352_y3696.png,K-35-064-1_Sredets_4326,10pct,387493.811361696,4667597.360088573,389430.17883214855,4669533.727559025,5.042623620970214
269,K-35-063-2_Chirpan_4326_x1008_y2352.png,K-35-063-2_Chirpan_4326,10pct,360013.2355503778,4674818.0921449335,361951.3853634449,4676756.241958001,5.047265138195598
270,K-35-077-2_x3360_y2352.png,K-35-077-2,10pct,454501.2113122387,4636237.141511653,456433.33767959103,4638169.267879005,5.031579081646669
271,K-35-067-3_x2352_y2688.png,K-35-067-3,10pct,511687.87832403544,4652859.569697369,513617.13714231935,4654788.828515653,5.024111505947682
272,K-35-076-3_x2688_y2016.png,K-35-076-3,10pct,388541.19540410186,4620219.594913588,390476.3399185809,4622154.739428067,5.039438839789152
273,K-35-054-2_Atolov_4326_x3360_y2688.png,K-35-054-2_Atolov_4326,10pct,496090.0505644496,4708442.664295022,498011.8712145309,4710364.4849451035,5.00474127625345
274,K-35-062-4_Asenovgrad_4326_x2016_y1680.png,K-35-062-4_Asenovgrad_4326,10pct,323230.8932397776,4660762.511814974,325175.47834366956,4662707.096918866,5.064023708051991
275,K-35-055-4_x336_y1680.png,K-35-055-4,10pct,522074.6391333584,4695056.646839455,523998.3739650494,4696980.381671146,5.0097261241953674
276,K-35-067-3_x0_y3024.png,K-35-067-3,10pct,499871.1680620466,4651171.468231371,501800.4268803305,4653100.727049654,5.024111505947682
277,K-35-074-3_x0_y0.png,K-35-074-3,10pct,291739.54432978434,4632312.628440762,293675.3070410866,4634248.391152064,5.041048727349637
278,K-35-042-3_x3024_y2352.png,K-35-042-3,10pct,474002.19164477545,4728718.029770801,475920.3389101162,4730636.177036142,4.995175170158139
279,K-35-052-3_x4032_y0.png,K-35-052-3,10pct,396494.3962692916,4704415.223582384,398418.41685635014,4706339.244169443,5.0104702787983415
280,K-35-062-4_Asenovgrad_4326_x4032_y1344.png,K-35-062-4_Asenovgrad_4326,10pct,333439.9650352105,4662464.02378088,335384.55013910244,4664408.608884771,5.064023708051991
281,K-35-067-2_x1008_y2352.png,K-35-067-2,10pct,525502.9075569164,4673163.780709718,527429.4300730887,4675090.303225891,5.016985719198904
282,K-35-077-4_x1680_y1344.png,K-35-077-4,10pct,445898.98709364573,4622791.530736396,447833.8841296331,4624726.427772383,5.038794364550388
283,K-35-051-3_x1344_y672.png,K-35-051-3,10pct,341832.7822085738,4701895.517074066,343757.06361617555,4703819.798481668,5.011149498962975
284,K-35-053-4_Boyadzhik_x0_y336.png,K-35-053-4_Boyadzhik,10pct,438082.17452741816,4701914.559516246,440005.95418464625,4703838.339173474,5.009842857364826
285,K-35-075-3_x3696_y672.png,K-35-075-3,10pct,351996.4593005063,4627837.932181174,353931.871730825,4629773.344611493,5.040136537288315
286,K-35-076-1_x1008_y2688.png,K-35-076-1,10pct,380390.3280709131,4635360.7683573095,382322.7002757823,4637293.140562179,5.032219283513617
287,K-35-064-2_Radnevo_4326_x2688_y2352.png,K-35-064-2_Radnevo_4326,10pct,409882.6719202789,4673992.587910642,411817.18870999356,4675927.104700357,5.037804139881852
288,K-35-065-4_x1008_y672.png,K-35-065-4,10pct,442821.4828461728,4663203.334099224,444750.8327149136,4665132.683967965,5.024348616512422
289,K-35-066-4_x3360_y1008.png,K-35-066-4,10pct,496047.75357127585,4661273.42216659,497977.04218719475,4663202.710782508,5.02418910395545
290,K-35-076-4_x2352_y3696.png,K-35-076-4,10pct,407660.40400261694,4611422.097933555,409595.4454401684,4613357.139371106,5.039170410290201
291,K-35-067-4_x3360_y336.png,K-35-067-4,10pct,537381.4348170897,4664766.875509735,539310.7393254779,4666696.180018123,5.024230490594164
292,K-35-054-1_Straldzha_4326_x2688_y3360.png,K-35-054-1_Straldzha_4326,10pct,472141.9655576817,4705214.500124558,474065.5236368451,4707138.058203721,5.009265831154759
293,K-35-077-1_x672_y1344.png,K-35-077-1,10pct,420217.54695685406,4641520.288735959,422149.73482314724,4643452.476602252,5.031739235138502
294,K-35-050-4_x2016_y0.png,K-35-050-4,10pct,324603.49628498347,4705777.824915223,326527.93816813285,4707702.266798372,5.0115674040348495
295,K-35-064-4_Galabovo_4326_x672_y1008.png,K-35-064-4_Galabovo_4326,10pct,399461.4753423536,4662246.951307138,401398.74632205075,4664184.222286835,5.044976509628062
296,K-35-064-3_Dimitrovgrad_4326_x3024_y3360.png,K-35-064-3_Dimitrovgrad_4326,10pct,390579.6465757061,4650759.164289697,392518.66318635293,4652698.180900344,5.049522423559513
297,K-35-075-1_x672_y2688.png,K-35-075-1,10pct,337180.53634540096,4636205.248015755,339113.1746882532,4638137.886358607,5.032912351177704
298,K-35-064-2_Radnevo_4326_x1008_y336.png,K-35-064-2_Radnevo_4326,10pct,401419.1609652774,4684148.801056644,403353.67775499204,4686083.317846359,5.037804139881852
299,K-35-064-2_Radnevo_4326_x3696_y1680.png,K-35-064-2_Radnevo_4326,10pct,414960.7784932799,4677377.992292643,416895.2952829945,4679312.509082357,5.037804139881852
300,K-35-077-4_x4032_y2016.png,K-35-077-4,10pct,457750.2314390681,4619405.460923418,459685.12847505545,4621340.3579594055,5.038794364550388
301,K-35-056-3_x1008_y0.png,K-35-056-3,10pct,545983.1134460488,4703624.2761471,547906.8881633924,4705548.050864444,5.009829993082349
302,K-35-077-3_x3696_y2352.png,K-35-077-3,10pct,435245.11853071884,4617923.441156641,437180.0774759436,4619858.400101866,5.038955586522813
303,K-35-053-4_Boyadzhik_x2688_y3696.png,K-35-053-4_Boyadzhik,10pct,451548.632128015,4685081.4875155,453472.4117852431,4687005.267172728,5.009842857364826
304,K-35-042-3_x2352_y1344.png,K-35-042-3,10pct,470645.43393042916,4733753.166342321,472563.5811957699,4735671.313607662,4.995175170158139
305,K-35-065-2_GManastir_4326_x4032_y1680.png,K-35-065-2_GManastir_4326,10pct,458028.6282134107,4676789.699070756,459959.5147820903,4678720.585639436,5.028350439269919
306,K-35-052-3_x3360_y2016.png,K-35-052-3,10pct,393127.36024193914,4694314.115500327,395051.3808289977,4696238.136087386,5.0104702787983415
307,K-35-051-4_x1680_y672.png,K-35-051-4,10pct,364113.23656352353,4701441.576366309,366037.3775387644,4703365.71734155,5.010783789689715
308,K-35-065-2_GManastir_4326_x1344_y2688.png,K-35-065-2_GManastir_4326,10pct,444512.4222326531,4671721.121827972,446443.3088013327,4673652.008396652,5.028350439269919
309,K-35-075-1_x4032_y2016.png,K-35-075-1,10pct,354091.12184535793,4639587.365115746,356023.7601882102,4641520.003458598,5.032912351177704
310,K-35-056-3_x4032_y1008.png,K-35-056-3,10pct,561132.83934513,4698574.367514073,563056.6140624736,4700498.142231417,5.009829993082349
311,K-35-075-3_x1680_y0.png,K-35-075-3,10pct,341835.5440413331,4631224.903934232,343770.9564716518,4633160.316364551,5.040136537288315
312,K-35-056-3_x1680_y3696.png,K-35-056-3,10pct,549349.7192014002,4685107.944492668,551273.4939187438,4687031.719210012,5.009829993082349
313,K-35-065-4_x1344_y1008.png,K-35-065-4,10pct,444509.663981321,4661515.152964076,446439.01385006175,4663444.502832817,5.024348616512422
314,K-35-062-4_Asenovgrad_4326_x672_y3360.png,K-35-062-4_Asenovgrad_4326,10pct,316424.8453761557,4652254.951985447,318369.43048004765,4654199.5370893385,5.064023708051991
315,K-35-076-2_x1008_y3360.png,K-35-076-2,10pct,401149.3507933317,4631647.567550975,403081.6206049837,4633579.837362627,5.031952634510465
316,K-35-051-4_x336_y672.png,K-35-051-4,10pct,357378.7431501806,4701441.576366309,359302.88412542146,4703365.71734155,5.010783789689715
317,K-35-067-4_x1680_y3696.png,K-35-067-4,10pct,528940.7275928918,4647885.461061339,530870.0321012799,4649814.765569727,5.024230490594164
318,K-35-053-2_x3360_y3360.png,K-35-053-2,10pct,455054.2096707593,4705299.12839434,456975.19575386617,4707220.114477447,5.002567924757538
319,K-35-077-4_x3024_y3360.png,K-35-077-4,10pct,452671.1267196014,4612633.321297462,454606.02375558874,4614568.218333449,5.038794364550388
320,K-35-052-2_x2352_y2352.png,K-35-052-2,10pct,408928.28970174,4710825.446028903,410849.4154150904,4712746.571742253,5.002931545183249
321,K-35-074-1_x2352_y0.png,K-35-074-1,10pct,304117.1126519957,4650822.124447172,306050.09895168786,4652755.110746863,5.033818488781738
322,K-35-064-4_Galabovo_4326_x3360_y336.png,K-35-064-4_Galabovo_4326,10pct,413022.3722002336,4665637.175521608,414959.6431799308,4667574.446501305,5.044976509628062
323,K-35-042-3_x4032_y1344.png,K-35-042-3,10pct,479037.3282162948,4733753.166342321,480955.47548163554,4735671.313607662,4.995175170158139
324,K-35-077-1_x1008_y336.png,K-35-077-1,10pct,421908.2113398606,4646592.2818849785,423840.39920615376,4648524.469751271,5.031739235138502
325,K-35-075-3_x1008_y2016.png,K-35-075-3,10pct,338448.57228827535,4621063.988675059,340383.98471859406,4622999.401105378,5.040136537288315
326,K-35-077-4_x2016_y672.png,K-35-077-4,10pct,447592.02200013463,4626177.600549374,449526.919036122,4628112.497585361,5.038794364550388
327,K-35-042-3_x336_y1008.png,K-35-042-3,10pct,460575.1607873903,4735431.545199494,462493.30805273104,4737349.692464835,4.995175170158139
328,K-35-075-4_x336_y3024.png,K-35-075-4,10pct,355875.16930414765,4615531.538304485,357810.4374821269,4617466.806482465,5.039760880154215
329,K-35-065-3_Glavan_4326_x0_y1680.png,K-35-065-3_Glavan_4326,10pct,416832.1490679559,4658532.3073915485,418767.6065352318,4660467.764858824,5.040253821031001
330,K-35-053-2_x2688_y1680.png,K-35-053-2,10pct,451692.4840253222,4713703.442507933,453613.4701084291,4715624.42859104,5.002567924757538
331,K-35-054-1_Straldzha_4326_x2016_y1008.png,K-35-054-1_Straldzha_4326,10pct,468775.7389191457,4716996.293359433,470699.29699830915,4718919.851438597,5.009265831154759
332,K-35-074-3_x4032_y1008.png,K-35-074-3,10pct,312065.05279845814,4627231.251323594,314000.8155097604,4629167.014034896,5.041048727349637
333,K-35-066-4_x4032_y3360.png,K-35-066-4,10pct,499424.0086491339,4649456.529394086,501353.2972650528,4651385.818010005,5.02418910395545
334,K-35-067-3_x1680_y1680.png,K-35-067-3,10pct,508311.6753920386,4657923.8740953645,510240.9342103225,4659853.132913648,5.024111505947682
335,K-35-065-3_Glavan_4326_x0_y1344.png,K-35-065-3_Glavan_4326,10pct,416832.1490679559,4660225.832675415,418767.6065352318,4662161.290142691,5.040253821031001
336,K-35-077-1_x672_y672.png,K-35-077-1,10pct,420217.54695685406,4644901.617501971,422149.73482314724,4646833.805368264,5.031739235138502
337,K-35-055-2_x3696_y2352.png,K-35-055-2,10pct,538825.846869085,4710217.017224038,540746.7883936401,4712137.958748593,5.002451886862218
338,K-35-063-4_Skobelevo_4326_x336_y2352.png,K-35-063-4_Skobelevo_4326,10pct,356246.0834939953,4656291.756824469,358186.94172819937,4658232.615058674,5.0543183182397415
339,K-35-075-4_x672_y336.png,K-35-075-4,10pct,357568.5289598795,4629078.41555034,359503.7971378587,4631013.68372832,5.039760880154215
340,K-35-062-4_Asenovgrad_4326_x2352_y672.png,K-35-062-4_Asenovgrad_4326,10pct,324932.4052056831,4665867.047712691,326876.99030957505,4667811.632816583,5.064023708051991
341,K-35-054-4_Voynika_x336_y2688.png,K-35-054-4_Voynika,10pct,480958.1399205792,4689889.667335803,482881.8591433999,4691813.386558623,5.0096854760956075
342,K-35-055-4_x3024_y672.png,K-35-055-4,10pct,535540.7829551955,4700106.450772644,537464.5177868865,4702030.185604335,5.0097261241953674
343,K-35-064-3_Dimitrovgrad_4326_x1008_y336.png,K-35-064-3_Dimitrovgrad_4326,10pct,380399.8093698102,4666028.920098541,382338.82598045707,4667967.936709188,5.049522423559513
344,K-35-065-4_x3360_y3360.png,K-35-065-4,10pct,454638.75079221,4649697.885018039,456568.10066095076,4651627.234886779,5.024348616512422
345,K-35-077-3_x2352_y1680.png,K-35-077-3,10pct,428472.7622224323,4621309.619310784,430407.72116765706,4623244.578256009,5.038955586522813
346,K-35-051-3_x2352_y0.png,K-35-051-3,10pct,346884.02090352855,4705263.009537369,348808.30231113033,4707187.290944971,5.011149498962975
347,K-35-076-3_x1680_y2352.png,K-35-076-3,10pct,383461.44105359435,4618526.343463419,385396.5855680734,4620461.487977898,5.039438839789152
348,K-35-053-1_x0_y336.png,K-35-053-1,10pct,417703.5590045603,4720638.846624409,419624.6049511885,4722559.892571037,5.002723819344283
349,K-35-051-3_x1008_y3360.png,K-35-051-3,10pct,340149.0359769222,4688425.547220853,342073.317384524,4690349.828628455,5.011149498962975
350,K-35-067-1_x0_y2352.png,K-35-067-1,10pct,499871.16612347285,4673073.322136438,501797.65030491434,4674999.80631788,5.016885889170529
351,K-35-055-2_x3696_y0.png,K-35-055-2,10pct,538825.846869085,4721982.784061938,540746.7883936401,4723903.725586493,5.002451886862218
352,K-35-056-3_x1344_y1344.png,K-35-056-3,10pct,547666.4163237244,4696891.064636397,549590.191041068,4698814.839353741,5.009829993082349
353,K-35-062-4_Asenovgrad_4326_x1344_y2688.png,K-35-062-4_Asenovgrad_4326,10pct,319827.86930796667,4655657.975917258,321772.45441185863,4657602.56102115,5.064023708051991
354,K-35-067-4_x336_y1680.png,K-35-067-4,10pct,522188.1618135334,4658014.309730377,524117.4663219215,4659943.614238765,5.024230490594012
355,K-35-050-4_x3360_y3696.png,K-35-050-4,10pct,331339.0428760063,4687255.07178991,333263.48475915566,4689179.51367306,5.0115674040348495
356,K-35-076-2_x4032_y672.png,K-35-076-2,10pct,416365.9755600914,4645173.456232539,418298.2453717434,4647105.726044191,5.031952634510465
357,K-35-055-4_x1344_y336.png,K-35-055-4,10pct,527124.4430665473,4701789.718750373,529048.1778982383,4703713.453582064,5.0097261241953674
358,K-35-050-4_x336_y1008.png,K-35-050-4,10pct,316184.063046205,4700726.164971956,318108.50492935436,4702650.606855106,5.0115674040348495
359,K-35-075-1_x1680_y2016.png,K-35-075-1,10pct,342253.71199538803,4639587.365115746,344186.35033824027,4641520.003458598,5.032912351177704
360,K-35-052-2_x3696_y3696.png,K-35-052-2,10pct,415652.2296984663,4704101.506032177,417573.3554118167,4706022.6317455275,5.002931545183249
361,K-35-052-2_x2688_y672.png,K-35-052-2,10pct,410609.2747009216,4719230.371024811,412530.400414272,4721151.496738161,5.002931545183249
362,K-35-042-3_x4032_y2016.png,K-35-042-3,10pct,479037.3282162948,4730396.408627974,480955.47548163554,4732314.555893315,4.995175170158139
363,K-35-065-2_GManastir_4326_x0_y2688.png,K-35-065-2_GManastir_4326,10pct,437754.3192422743,4671721.121827972,439685.2058109539,4673652.008396652,5.028350439269919
364,K-35-076-4_x0_y0.png,K-35-076-4,10pct,395808.2751976145,4630046.871769987,397743.31663516595,4631981.913207538,5.039170410290201
365,K-35-053-2_x336_y2352.png,K-35-053-2,10pct,439926.4442662925,4710341.716862496,441847.4303493994,4712262.702945603,5.002567924757538
366,K-35-055-1_x2688_y3696.png,K-35-055-1,10pct,513317.5884836857,4703403.148661501,515238.5064589094,4705324.066636724,5.002390560478489
