candidate_id,x,y,map_name,symbol_type,confidence_grade,position_source,provenance,nearest_student_m
77,344455.303,4683276.795,K-35-063-1_Granit_4326,burial_mound,directly_reviewed,own_mark,model_detection,692.9
771,432423.238,4650595.204,K-35-065-3_Glavan_4326,burial_mound,directly_reviewed,own_mark,model_detection,1794.1
78,344519.671,4683232.058,K-35-063-1_Granit_4326,burial_mound,directly_reviewed,own_mark,model_detection,645.38
79,344185.631,4674476.969,K-35-063-1_Granit_4326,bench_mark_on_mound,directly_reviewed,own_mark,model_detection,338.03
8,407921.842,4708867.299,K-35-052-2,burial_mound,directly_reviewed,own_mark,model_detection,1203.18
80,342717.361,4684684.924,K-35-063-1_Granit_4326,burial_mound,directly_reviewed,own_mark,model_detection,1065.88
82,346085.562,4672367.899,K-35-063-1_Granit_4326,burial_mound,directly_reviewed,own_mark,model_detection,288.69
83,349154.861,4684609.245,K-35-063-1_Granit_4326,bench_mark_on_mound,directly_reviewed,own_mark,model_detection,1622.17
84,349364.133,4684489.756,K-35-063-1_Granit_4326,burial_mound,directly_reviewed,own_mark,model_detection,1820.28
85,349450.288,4684484.869,K-35-063-1_Granit_4326,burial_mound,directly_reviewed,own_mark,model_detection,1866.24
86,348982.036,4683894.922,K-35-063-1_Granit_4326,burial_mound,directly_reviewed,own_mark,model_detection,1526.91
87,352376.951,4686648.883,K-35-063-1_Granit_4326,bench_mark_on_mound,directly_reviewed,own_mark,model_detection,785.35
88,337401.904,4686653.234,K-35-063-1_Granit_4326,burial_mound,directly_reviewed,own_mark,model_detection,446.26
89,337361.641,4686578.628,K-35-063-1_Granit_4326,burial_mound,directly_reviewed,own_mark,model_detection,519.16
9,396166.425,4693943.918,K-35-052-3,burial_mound,directly_reviewed,own_mark,model_detection,81.82
90,337270.857,4686508.042,K-35-063-1_Granit_4326,burial_mound,directly_reviewed,own_mark,model_detection,596.89
93,354821.463,4683804.106,K-35-063-1_Granit_4326,burial_mound,directly_reviewed,own_mark,model_detection,937.29
95,351077.825,4684115.443,K-35-063-1_Granit_4326,bench_mark_on_mound,directly_reviewed,own_mark,model_detection,1875.13
96,338409.469,4688138.991,K-35-063-1_Granit_4326,trig_point_on_mound,directly_reviewed,own_mark,model_detection,198.23
97,351644.089,4677352.491,K-35-063-1_Granit_4326,bench_mark_on_mound,directly_reviewed,own_mark,model_detection,331.95
98,336707.861,4673077.655,K-35-063-1_Granit_4326,bench_mark_on_mound,directly_reviewed,own_mark,model_detection,709.52
72,326974.642,4658036.345,K-35-062-4_Asenovgrad_4326,trig_point_on_mound,directly_reviewed,own_mark,model_detection,1616.86
